feature	diet_dairy	diet_meat	time_baseline	time_endpoint	n_embeddings	max_hits
P_LP.3165	4	3	7	0	7	7
P_LP.3190	0	7	3	4	7	7
P_LP.320	0	7	5	2	7	7
P_LP.3218	0	7	2	5	7	7
P_LP.3236	5	2	0	7	7	7
P_LP.3023	3	4	7	0	7	7
P_LP.3277	1	6	7	0	7	7
P_LP.3288	0	7	4	3	7	7
P_LP.3294	4	3	0	7	7	7
P_LP.332	6	1	0	7	7	7
P_LP.334	4	3	0	7	7	7
P_LP.344	4	3	0	7	7	7
P_LP.380	0	7	5	2	7	7
P_LP.442	5	2	0	7	7	7
P_LP.48	0	7	5	2	7	7
P_LP.486	4	3	0	7	7	7
P_LP.3039	1	6	7	0	7	7
P_LP.3010	4	3	0	7	7	7
P_LP.2705	0	7	4	3	7	7
P_LP.284	4	3	0	7	7	7
P_LP.2710	3	4	7	0	7	7
P_LP.2727	5	2	0	7	7	7
P_LP.2742	6	1	0	7	7	7
P_LP.2769	0	7	6	1	7	7
P_LP.277	4	3	0	7	7	7
P_LP.2792	3	4	7	0	7	7
P_LP.28	5	2	0	7	7	7
P_LP.2802	0	7	6	1	7	7
P_LP.283	5	2	0	7	7	7
P_LP.2834	5	2	0	7	7	7
P_LP.2843	3	4	7	0	7	7
P_LP.3006	4	3	7	0	7	7
P_LP.2877	2	5	7	0	7	7
P_LP.2896	4	3	7	0	7	7
P_LP.2897	2	5	7	0	7	7
P_LP.2906	0	7	4	3	7	7
P_LP.2918	0	7	5	2	7	7
P_LP.295	6	1	0	7	7	7
P_LP.2954	3	4	7	0	7	7
P_LP.2973	4	3	7	0	7	7
P_LP.2989	4	3	7	0	7	7
P_LP.3	0	7	5	2	7	7
N_LP.2270	2	5	0	7	7	7
N_LP.226	0	7	6	1	7	7
COG0094	0	7	4	3	7	7
N_AQ.917	2	5	0	7	7	7
N_AQ.474	0	7	6	1	7	7
N_AQ.507	4	3	7	0	7	7
N_AQ.517	0	7	3	4	7	7
N_AQ.571	3	4	7	0	7	7
N_AQ.589	2	5	7	0	7	7
N_AQ.605	1	6	7	0	7	7
N_AQ.742	4	3	7	0	7	7
N_AQ.767	1	6	7	0	7	7
N_AQ.882	4	3	7	0	7	7
N_AQ.976	0	7	4	3	7	7
N_AQ.979	0	7	1	6	7	7
N_AQ.383	0	7	5	2	7	7
N_AQ.634	2	5	7	0	7	7
N_AQ.1016	3	4	7	0	7	7
N_AQ.1040	2	5	7	0	7	7
N_AQ.1127	0	7	6	1	7	7
N_AQ.1389	0	7	5	2	7	7
N_AQ.1390	2	5	7	0	7	7
N_AQ.1545	0	7	7	0	7	7
N_AQ.501	5	2	7	0	7	7
N_AQ.707	0	7	5	2	7	7
N_AQ.820	0	7	7	0	7	7
N_AQ.993	2	5	7	0	7	7
N_AQ.463	0	7	6	1	7	7
N_AQ.393	4	3	7	0	7	7
N_AQ.314	0	7	7	0	7	7
N_AQ.1321	3	4	7	0	7	7
N_AQ.921	0	7	5	2	7	7
N_AQ.943	0	7	6	1	7	7
N_AQ.950	3	4	7	0	7	7
N_AQ.964	0	7	6	1	7	7
N_AQ.977	4	3	7	0	7	7
N_AQ.1028	0	7	4	3	7	7
N_AQ.1128	0	7	5	2	7	7
N_AQ.1179	0	7	6	1	7	7
N_AQ.1211	0	7	5	2	7	7
N_AQ.1227	3	4	0	7	7	7
N_AQ.133	2	5	7	0	7	7
N_AQ.280	1	6	7	0	7	7
N_AQ.1345	1	6	7	0	7	7
N_AQ.1387	2	5	7	0	7	7
N_AQ.1454	3	4	7	0	7	7
N_AQ.1556	0	7	4	3	7	7
N_AQ.181	4	3	7	0	7	7
N_AQ.198	3	4	7	0	7	7
N_AQ.237	2	5	7	0	7	7
N_AQ.262	3	4	7	0	7	7
N_AQ.275	0	7	4	3	7	7
N_AQ.277	1	6	7	0	7	7
N_AQ.840	0	7	4	3	7	7
P_AQ.10	3	4	7	0	7	7
P_AQ.1003	3	4	7	0	7	7
P_AQ.165	3	4	7	0	7	7
P_AQ.1458	2	5	7	0	7	7
P_AQ.1466	3	4	0	7	7	7
P_AQ.1473	3	4	0	7	7	7
P_AQ.1480	4	3	0	7	7	7
P_AQ.149	4	3	0	7	7	7
P_AQ.1528	7	0	3	4	7	7
P_AQ.1543	1	6	7	0	7	7
P_AQ.1591	0	7	5	2	7	7
P_AQ.1606	0	7	6	1	7	7
P_AQ.1626	0	7	3	4	7	7
P_AQ.1670	2	5	7	0	7	7
P_AQ.1417	4	3	0	7	7	7
P_AQ.1677	3	4	7	0	7	7
P_AQ.1697	3	4	0	7	7	7
P_AQ.17	4	3	7	0	7	7
P_AQ.1724	1	6	7	0	7	7
P_AQ.1733	0	7	6	1	7	7
P_AQ.1781	2	5	0	7	7	7
P_AQ.1782	3	4	0	7	7	7
P_AQ.182	2	5	7	0	7	7
P_AQ.186	5	2	0	7	7	7
P_AQ.209	0	7	5	2	7	7
P_AQ.1428	3	4	7	0	7	7
P_AQ.1388	6	1	0	7	7	7
P_AQ.1006	3	4	7	0	7	7
P_AQ.1178	0	7	5	2	7	7
P_AQ.1019	1	6	7	0	7	7
P_AQ.1036	0	7	4	3	7	7
P_AQ.1038	0	7	2	5	7	7
P_AQ.105	2	5	7	0	7	7
P_AQ.1076	0	7	4	3	7	7
P_AQ.108	3	4	0	7	7	7
P_AQ.1109	0	7	3	4	7	7
P_AQ.1134	0	7	7	0	7	7
P_AQ.1147	0	7	4	3	7	7
P_AQ.1162	4	3	7	0	7	7
P_AQ.1185	2	5	7	0	7	7
P_AQ.1385	3	4	0	7	7	7
P_AQ.119	4	3	7	0	7	7
P_AQ.1199	0	7	6	1	7	7
P_AQ.1203	4	3	7	0	7	7
P_AQ.122	0	7	4	3	7	7
P_AQ.124	0	7	5	2	7	7
P_AQ.1262	2	5	7	0	7	7
P_AQ.1266	3	4	7	0	7	7
P_AQ.1290	0	7	5	2	7	7
P_AQ.1310	4	3	7	0	7	7
P_AQ.1328	4	3	0	7	7	7
N_AQ.92	0	7	5	2	7	7
N_AQ.91	1	6	7	0	7	7
P_AQ.230	5	2	0	7	7	7
N_AQ.887	7	0	1	6	7	7
N_AQ.1467	5	2	0	7	7	7
N_AQ.1470	2	5	7	0	7	7
N_AQ.148	0	7	4	3	7	7
N_AQ.1496	3	4	0	7	7	7
N_AQ.1500	4	3	0	7	7	7
N_AQ.1507	1	6	7	0	7	7
N_AQ.151	0	7	5	2	7	7
N_AQ.1540	2	5	7	0	7	7
N_AQ.1541	2	5	0	7	7	7
N_AQ.1550	4	3	7	0	7	7
N_AQ.1554	0	7	4	3	7	7
N_AQ.172	0	7	4	3	7	7
N_AQ.174	1	6	7	0	7	7
N_AQ.200	0	7	6	1	7	7
N_AQ.201	3	4	0	7	7	7
N_AQ.250	4	3	0	7	7	7
N_AQ.254	0	7	7	0	7	7
N_AQ.256	1	6	7	0	7	7
N_AQ.29	0	7	6	1	7	7
N_AQ.316	3	4	0	7	7	7
N_AQ.337	4	3	0	7	7	7
N_AQ.341	5	2	0	7	7	7
N_AQ.350	3	4	7	0	7	7
N_AQ.1466	2	5	0	7	7	7
N_AQ.1455	4	3	0	7	7	7
N_AQ.144	3	4	7	0	7	7
N_AQ.1217	0	7	2	5	7	7
N_AQ.1072	7	0	2	5	7	7
N_AQ.1076	4	3	0	7	7	7
N_AQ.1097	0	7	6	1	7	7
N_AQ.110	0	7	3	4	7	7
N_AQ.1116	2	5	0	7	7	7
N_AQ.1133	3	4	0	7	7	7
N_AQ.1147	0	7	6	1	7	7
N_AQ.1173	0	7	7	0	7	7
N_AQ.1186	3	4	0	7	7	7
N_AQ.1188	1	6	7	0	7	7
N_AQ.1225	3	4	7	0	7	7
N_AQ.1437	4	3	0	7	7	7
N_AQ.1230	0	7	7	0	7	7
N_AQ.1231	1	6	7	0	7	7
N_AQ.1264	0	7	3	4	7	7
N_AQ.128	0	7	3	4	7	7
N_AQ.1318	0	7	4	3	7	7
N_AQ.1332	2	5	7	0	7	7
N_AQ.1338	3	4	0	7	7	7
N_AQ.1363	4	3	0	7	7	7
N_AQ.1367	0	7	4	3	7	7
N_AQ.1398	1	6	7	0	7	7
N_AQ.360	3	4	7	0	7	7
N_AQ.378	1	6	7	0	7	7
N_AQ.389	0	7	3	4	7	7
N_AQ.8	4	3	7	0	7	7
N_AQ.653	5	2	0	7	7	7
N_AQ.665	4	3	7	0	7	7
N_AQ.670	3	4	7	0	7	7
N_AQ.677	3	4	0	7	7	7
N_AQ.703	2	5	7	0	7	7
N_AQ.708	3	4	0	7	7	7
N_AQ.713	3	4	7	0	7	7
N_AQ.735	5	2	0	7	7	7
N_AQ.745	2	5	7	0	7	7
N_AQ.774	1	6	7	0	7	7
N_AQ.801	3	4	7	0	7	7
N_AQ.617	0	7	4	3	7	7
N_AQ.813	0	7	4	3	7	7
N_AQ.831	0	7	6	1	7	7
N_AQ.834	3	4	7	0	7	7
N_AQ.838	2	5	7	0	7	7
N_AQ.839	4	3	0	7	7	7
N_AQ.84	0	7	4	3	7	7
N_AQ.844	0	7	6	1	7	7
N_AQ.856	3	4	0	7	7	7
N_AQ.858	1	6	0	7	7	7
N_AQ.868	2	5	7	0	7	7
N_AQ.650	0	7	2	5	7	7
N_AQ.614	7	0	1	6	7	7
N_AQ.397	2	5	0	7	7	7
N_AQ.499	1	6	7	0	7	7
N_AQ.399	1	6	7	0	7	7
N_AQ.40	4	3	0	7	7	7
N_AQ.409	4	3	7	0	7	7
N_AQ.41	2	5	7	0	7	7
N_AQ.419	0	7	6	1	7	7
N_AQ.433	4	3	0	7	7	7
N_AQ.438	3	4	0	7	7	7
N_AQ.447	0	7	6	1	7	7
N_AQ.45	0	7	1	6	7	7
N_AQ.458	5	2	0	7	7	7
N_AQ.506	0	7	6	1	7	7
N_AQ.606	2	5	7	0	7	7
N_AQ.510	3	4	7	0	7	7
N_AQ.515	5	2	0	7	7	7
N_AQ.518	3	4	7	0	7	7
N_AQ.529	5	2	0	7	7	7
N_AQ.533	0	7	5	2	7	7
N_AQ.553	3	4	0	7	7	7
N_AQ.556	4	3	7	0	7	7
N_AQ.563	4	3	7	0	7	7
N_AQ.574	0	7	6	1	7	7
N_AQ.595	5	2	0	7	7	7
P_AQ.213	2	5	7	0	7	7
P_AQ.248	0	7	3	4	7	7
N_LP.2259	2	5	7	0	7	7
N_LP.1005	4	3	7	0	7	7
N_LP.1222	7	0	4	3	7	7
N_LP.1234	0	7	6	1	7	7
N_LP.1291	2	5	7	0	7	7
N_LP.132	2	5	7	0	7	7
N_LP.1348	7	0	2	5	7	7
N_LP.1366	3	4	7	0	7	7
N_LP.1377	1	6	7	0	7	7
N_LP.138	0	7	6	1	7	7
N_LP.1394	1	6	7	0	7	7
N_LP.1406	3	4	7	0	7	7
N_LP.1432	5	2	0	7	7	7
N_LP.1435	4	3	0	7	7	7
N_LP.1458	3	4	0	7	7	7
N_LP.1462	4	3	0	7	7	7
N_LP.1467	0	7	4	3	7	7
N_LP.1503	0	7	4	3	7	7
N_LP.1515	0	7	5	2	7	7
N_LP.1516	2	5	7	0	7	7
N_LP.1525	4	3	0	7	7	7
N_LP.1526	5	2	0	7	7	7
N_LP.1535	0	7	4	3	7	7
N_LP.1570	1	6	7	0	7	7
N_LP.1578	4	3	7	0	7	7
N_LP.1220	2	5	7	0	7	7
N_LP.1219	0	7	5	2	7	7
N_LP.1217	3	4	7	0	7	7
N_LP.1093	0	7	5	2	7	7
N_LP.1019	4	3	0	7	7	7
N_LP.1021	3	4	7	0	7	7
N_LP.1050	2	5	7	0	7	7
N_LP.1054	2	5	7	0	7	7
N_LP.1057	4	3	0	7	7	7
N_LP.106	0	7	6	1	7	7
N_LP.1060	0	7	2	5	7	7
N_LP.1065	4	3	0	7	7	7
N_LP.1087	0	7	5	2	7	7
N_LP.109	0	7	6	1	7	7
N_LP.1108	2	5	7	0	7	7
N_LP.1208	0	7	5	2	7	7
N_LP.111	3	4	7	0	7	7
N_LP.112	0	7	5	2	7	7
N_LP.1122	3	4	7	0	7	7
N_LP.1127	1	6	7	0	7	7
N_LP.1128	3	4	7	0	7	7
N_LP.1136	0	7	6	1	7	7
N_LP.1165	2	5	7	0	7	7
N_LP.1174	3	4	7	0	7	7
N_LP.1181	0	7	2	5	7	7
N_LP.1205	4	3	0	7	7	7
N_LP.159	0	7	6	1	7	7
N_LP.160	0	7	5	2	7	7
N_LP.1621	1	6	7	0	7	7
N_LP.2026	3	4	7	0	7	7
N_LP.1913	0	7	2	5	7	7
N_LP.1921	2	5	7	0	7	7
N_LP.1929	0	7	4	3	7	7
N_LP.1933	0	7	5	2	7	7
N_LP.1954	3	4	7	0	7	7
N_LP.1961	1	6	7	0	7	7
N_LP.1992	0	7	5	2	7	7
N_LP.1997	0	7	5	2	7	7
N_LP.20	4	3	0	7	7	7
N_LP.2019	5	2	0	7	7	7
N_LP.2068	4	3	7	0	7	7
N_LP.1850	1	6	7	0	7	7
N_LP.2076	0	7	4	3	7	7
N_LP.210	2	5	7	0	7	7
N_LP.2116	0	7	5	2	7	7
N_LP.2157	4	3	0	7	7	7
N_LP.2169	3	4	7	0	7	7
N_LP.217	0	7	4	3	7	7
N_LP.2212	0	7	6	1	7	7
N_LP.2221	0	7	5	2	7	7
N_LP.2240	0	7	5	2	7	7
N_LP.2247	4	3	7	0	7	7
N_LP.1898	3	4	7	0	7	7
N_LP.1843	0	7	4	3	7	7
N_LP.163	6	1	0	7	7	7
N_LP.1738	2	5	7	0	7	7
N_LP.1654	4	3	0	7	7	7
N_LP.1660	3	4	0	7	7	7
N_LP.1661	5	2	0	7	7	7
N_LP.168	3	4	7	0	7	7
N_LP.1689	1	6	7	0	7	7
N_LP.1708	4	3	0	7	7	7
N_LP.1722	3	4	0	7	7	7
N_LP.1727	7	0	2	5	7	7
N_LP.1730	0	7	4	3	7	7
N_LP.1734	3	4	0	7	7	7
N_LP.1742	3	4	7	0	7	7
N_LP.1837	0	7	6	1	7	7
N_LP.1751	0	7	5	2	7	7
N_LP.1767	2	5	7	0	7	7
N_LP.1768	7	0	5	2	7	7
N_LP.179	2	5	7	0	7	7
N_LP.1797	2	5	7	0	7	7
N_LP.181	2	5	7	0	7	7
N_LP.1817	5	2	0	7	7	7
N_LP.1820	3	4	7	0	7	7
N_LP.1825	2	5	7	0	7	7
N_LP.1826	1	6	7	0	7	7
N_LP.1016	3	4	0	7	7	7
P_AQ.893	1	6	7	0	7	7
P_AQ.253	5	2	0	7	7	7
P_AQ.1009	7	0	3	4	7	7
P_AQ.584	5	2	7	0	7	7
P_AQ.59	3	4	0	7	7	7
P_AQ.607	0	7	5	2	7	7
P_AQ.612	0	7	6	1	7	7
P_AQ.617	1	6	7	0	7	7
P_AQ.626	0	7	5	2	7	7
P_AQ.63	0	7	6	1	7	7
P_AQ.645	3	4	0	7	7	7
P_AQ.652	0	7	6	1	7	7
P_AQ.658	2	5	7	0	7	7
P_AQ.67	4	3	0	7	7	7
P_AQ.734	2	5	7	0	7	7
P_AQ.752	4	3	0	7	7	7
P_AQ.765	0	7	2	5	7	7
P_AQ.818	0	7	4	3	7	7
P_AQ.84	5	2	0	7	7	7
P_AQ.841	2	5	7	0	7	7
P_AQ.849	2	5	7	0	7	7
P_AQ.859	3	4	7	0	7	7
P_AQ.866	4	3	7	0	7	7
P_AQ.875	2	5	7	0	7	7
P_AQ.89	1	6	7	0	7	7
P_AQ.91	5	2	0	7	7	7
P_AQ.582	6	1	0	7	7	7
P_AQ.58	3	4	7	0	7	7
P_AQ.559	1	6	7	0	7	7
P_AQ.392	5	2	0	7	7	7
P_AQ.278	1	6	7	0	7	7
P_AQ.283	4	3	0	7	7	7
P_AQ.289	2	5	7	0	7	7
P_AQ.307	2	5	0	7	7	7
P_AQ.309	0	7	6	1	7	7
P_AQ.338	6	1	0	7	7	7
P_AQ.344	2	5	7	0	7	7
P_AQ.359	5	2	0	7	7	7
P_AQ.36	5	2	0	7	7	7
P_AQ.360	5	2	0	7	7	7
P_AQ.398	3	4	7	0	7	7
P_AQ.550	4	3	7	0	7	7
P_AQ.425	0	7	4	3	7	7
P_AQ.435	2	5	7	0	7	7
P_AQ.44	3	4	7	0	7	7
P_AQ.448	6	1	0	7	7	7
P_AQ.453	4	3	0	7	7	7
P_AQ.479	0	7	5	2	7	7
P_AQ.481	4	3	0	7	7	7
P_AQ.497	4	3	0	7	7	7
P_AQ.501	3	4	7	0	7	7
P_AQ.54	3	4	0	7	7	7
P_AQ.913	2	5	7	0	7	7
P_AQ.915	0	7	5	2	7	7
P_AQ.920	0	7	5	2	7	7
P_AQ.1511	0	7	6	1	7	7
P_AQ.984	2	5	7	0	7	7
P_AQ.998	2	5	7	0	7	7
P_AQ.1050	3	4	7	0	7	7
P_AQ.1664	2	5	7	0	7	7
P_AQ.1014	0	7	6	1	7	7
P_AQ.1018	4	3	7	0	7	7
P_AQ.1023	4	3	7	0	7	7
P_AQ.1245	1	6	7	0	7	7
P_AQ.1406	1	6	7	0	7	7
P_AQ.1438	0	7	7	0	7	7
P_AQ.1608	2	5	7	0	7	7
P_AQ.771	0	7	6	1	7	7
P_AQ.240	0	7	5	2	7	7
P_AQ.258	0	7	6	1	7	7
P_AQ.285	4	3	0	7	7	7
P_AQ.410	2	5	7	0	7	7
P_AQ.613	0	7	5	2	7	7
P_AQ.701	0	7	7	0	7	7
P_AQ.754	1	6	7	0	7	7
P_AQ.851	2	5	7	0	7	7
P_AQ.976	4	3	7	0	7	7
P_AQ.783	4	3	0	7	7	7
P_AQ.962	0	7	4	3	7	7
P_AQ.643	1	6	7	0	7	7
P_AQ.925	1	6	7	0	7	7
P_AQ.1173	4	3	7	0	7	7
P_AQ.930	2	5	7	0	7	7
P_AQ.933	6	1	7	0	7	7
P_AQ.944	0	7	7	0	7	7
P_AQ.945	0	7	3	4	7	7
P_AQ.951	4	3	0	7	7	7
P_AQ.958	2	5	7	0	7	7
P_AQ.97	2	5	7	0	7	7
P_AQ.972	0	7	6	1	7	7
P_AQ.977	5	2	0	7	7	7
P_AQ.1040	1	6	7	0	7	7
P_AQ.1176	1	6	7	0	7	7
P_AQ.590	4	3	7	0	7	7
P_AQ.1191	3	4	7	0	7	7
P_AQ.1321	5	2	7	0	7	7
P_AQ.1352	0	7	6	1	7	7
P_AQ.1353	4	3	0	7	7	7
P_AQ.1362	0	7	3	4	7	7
P_AQ.1380	3	4	7	0	7	7
P_AQ.1714	2	5	7	0	7	7
P_AQ.1728	1	6	7	0	7	7
P_AQ.1753	4	3	7	0	7	7
P_AQ.47	3	4	7	0	7	7
COG0085	4	3	0	7	7	7
COG0097	0	7	3	4	7	7
ENOG4112AWE	3	4	0	7	7	7
ENOG410XUTM	5	2	0	7	7	7
ENOG410Y73Q	0	7	5	2	7	7
ENOG410Y77C	1	6	7	0	7	7
ENOG410Y83C	3	4	0	7	7	7
ENOG410Y9EZ	2	5	7	0	7	7
ENOG410Y9ZI	1	6	7	0	7	7
ENOG410YA70	4	3	7	0	7	7
ENOG410YABJ	2	5	7	0	7	7
ENOG410YAFU	4	3	0	7	7	7
ENOG410YANC	4	3	0	7	7	7
ENOG410YBJ6	3	4	7	0	7	7
ENOG410YBQA	3	4	0	7	7	7
ENOG410YCB9	4	3	7	0	7	7
ENOG410YCCC	4	3	0	7	7	7
ENOG410YCQ8	2	5	7	0	7	7
ENOG410YECY	2	5	7	0	7	7
ENOG410YEGH	1	6	7	0	7	7
ENOG410YEK0	3	4	0	7	7	7
ENOG410YESU	1	6	7	0	7	7
ENOG410YFAW	3	4	0	7	7	7
ENOG410YGJ0	2	5	7	0	7	7
ENOG410YH0U	1	6	7	0	7	7
ENOG410YHEH	4	3	7	0	7	7
ENOG410YHNP	7	0	2	5	7	7
ENOG410Y5Y8	0	7	4	3	7	7
ENOG410Y59Y	1	6	7	0	7	7
ENOG410Y4W7	7	0	3	4	7	7
ENOG410XXX8	4	3	7	0	7	7
ENOG410XUWV	1	6	7	0	7	7
ENOG410XV13	0	7	5	2	7	7
ENOG410XVYV	0	7	6	1	7	7
ENOG410XVZ9	0	7	3	4	7	7
ENOG410XW1S	2	5	7	0	7	7
ENOG410XWI1	5	2	0	7	7	7
ENOG410XWRS	5	2	0	7	7	7
ENOG410XWSH	0	7	4	3	7	7
ENOG410XXKJ	1	6	7	0	7	7
ENOG410XXTX	5	2	0	7	7	7
ENOG410XY1F	5	2	0	7	7	7
ENOG410Y4VZ	5	2	0	7	7	7
ENOG410XYH3	2	5	0	7	7	7
ENOG410XYNV	0	7	5	2	7	7
ENOG410XYP6	3	4	7	0	7	7
ENOG410XZ3T	0	7	5	2	7	7
ENOG410XZTD	0	7	4	3	7	7
ENOG410Y2EA	0	7	3	4	7	7
ENOG410Y3E1	1	6	7	0	7	7
ENOG410Y3MC	7	0	3	4	7	7
ENOG410Y4GZ	1	6	7	0	7	7
ENOG410Y4M2	6	1	0	7	7	7
ENOG410YHNX	3	4	7	0	7	7
ENOG410YI0P	3	4	7	0	7	7
ENOG410YICK	2	5	7	0	7	7
ENOG410ZIG5	6	1	7	0	7	7
ENOG410Z5N2	5	2	0	7	7	7
ENOG410Z5RD	3	4	7	0	7	7
ENOG410Z8B0	5	2	7	0	7	7
ENOG410Z8VE	1	6	7	0	7	7
ENOG410ZCG0	1	6	7	0	7	7
ENOG410ZEYT	3	4	0	7	7	7
ENOG410ZFWF	4	3	0	7	7	7
ENOG410ZGTQ	0	7	2	5	7	7
ENOG410ZHQ7	1	6	7	0	7	7
ENOG410ZICD	1	6	7	0	7	7
ENOG410ZJQZ	1	6	7	0	7	7
ENOG410Z4Y8	2	5	7	0	7	7
ENOG410ZKS3	4	3	7	0	7	7
ENOG410ZMWE	3	4	7	0	7	7
ENOG410ZNXQ	2	5	7	0	7	7
ENOG410ZPHH	4	3	0	7	7	7
ENOG410ZPNJ	0	7	3	4	7	7
ENOG410ZPTT	1	6	7	0	7	7
ENOG410ZQ51	2	5	0	7	7	7
ENOG410ZSYZ	0	7	3	4	7	7
ENOG410ZTQ8	2	5	7	0	7	7
ENOG410ZVBZ	4	3	7	0	7	7
ENOG410Z56P	0	7	4	3	7	7
ENOG410Z4SK	5	2	0	7	7	7
ENOG410YIF1	5	2	7	0	7	7
ENOG410YQP8	5	2	0	7	7	7
ENOG410YIHX	4	3	0	7	7	7
ENOG410YJGU	5	2	0	7	7	7
ENOG410YK8C	2	5	7	0	7	7
ENOG410YKVF	5	2	0	7	7	7
ENOG410YP8I	1	6	0	7	7	7
ENOG410YPIJ	3	4	0	7	7	7
ENOG410YPZX	1	6	7	0	7	7
ENOG410YQ1G	3	4	0	7	7	7
ENOG410YQ2R	0	7	7	0	7	7
ENOG410YQFE	4	3	0	7	7	7
ENOG410YS2G	2	5	7	0	7	7
ENOG410Z46E	0	7	3	4	7	7
ENOG410YSGI	4	3	0	7	7	7
ENOG410YTB7	0	7	6	1	7	7
ENOG410YV3D	0	7	2	5	7	7
ENOG410YVPT	0	7	6	1	7	7
ENOG410YXDJ	4	3	0	7	7	7
ENOG410YXFD	3	4	7	0	7	7
ENOG410YY0N	0	7	4	3	7	7
ENOG410YYF9	4	3	0	7	7	7
ENOG410Z261	3	4	0	7	7	7
ENOG410Z3UP	4	3	0	7	7	7
ENOG410XUTY	2	5	0	7	7	7
ENOG410XUMV	5	2	0	7	7	7
ENOG410ZVFU	3	4	7	0	7	7
ENOG410XUCI	0	7	4	3	7	7
ENOG410XPUH	3	4	7	0	7	7
ENOG410XPUQ	3	4	7	0	7	7
ENOG410XPW2	2	5	7	0	7	7
ENOG410XPWC	2	5	7	0	7	7
ENOG410XPY2	6	1	7	0	7	7
ENOG410XPYP	0	7	4	3	7	7
ENOG410XPYS	0	7	6	1	7	7
ENOG410XQ1F	0	7	3	4	7	7
ENOG410XQ43	4	3	0	7	7	7
ENOG410XQ4S	7	0	2	5	7	7
ENOG410XQ7R	3	4	0	7	7	7
ENOG410XQ9Q	0	7	4	3	7	7
ENOG410XQBH	3	4	0	7	7	7
ENOG410XQD0	0	7	4	3	7	7
ENOG410XQD7	3	4	7	0	7	7
ENOG410XQE2	4	3	0	7	7	7
ENOG410XQE6	0	7	5	2	7	7
ENOG410XQEK	0	7	6	1	7	7
ENOG410XQF5	1	6	7	0	7	7
ENOG410XQF9	0	7	6	1	7	7
ENOG410XQHH	0	7	4	3	7	7
ENOG410XQKS	4	3	0	7	7	7
ENOG410XQMH	4	3	0	7	7	7
ENOG410XPTE	0	7	7	0	7	7
ENOG410XPR5	1	6	7	0	7	7
ENOG410XPQW	2	5	7	0	7	7
ENOG410XNYS	3	4	0	7	7	7
COG5529	1	6	7	0	7	7
COG5577	5	2	0	7	7	7
COG5618	3	4	0	7	7	7
ENOG410XNN3	0	7	5	2	7	7
ENOG410XNP9	2	5	0	7	7	7
ENOG410XNPZ	1	6	7	0	7	7
ENOG410XNQ6	3	4	7	0	7	7
ENOG410XNTK	4	3	0	7	7	7
ENOG410XNUH	7	0	4	3	7	7
ENOG410XNVB	0	7	6	1	7	7
ENOG410XNZF	0	7	4	3	7	7
ENOG410XPP0	2	5	7	0	7	7
ENOG410XP3G	3	4	7	0	7	7
ENOG410XP3R	1	6	7	0	7	7
ENOG410XP7I	0	7	4	3	7	7
ENOG410XP9D	5	2	0	7	7	7
ENOG410XPA9	3	4	0	7	7	7
ENOG410XPE8	5	2	0	7	7	7
ENOG410XPFY	5	2	0	7	7	7
ENOG410XPHE	0	7	3	4	7	7
ENOG410XPMU	4	3	0	7	7	7
ENOG410XPNA	6	1	0	7	7	7
ENOG410XQPQ	0	7	3	4	7	7
ENOG410XQPS	0	7	5	2	7	7
ENOG410XQPV	1	6	7	0	7	7
ENOG410XSZ9	4	3	0	7	7	7
ENOG410XS6G	2	5	7	0	7	7
ENOG410XSBE	7	0	5	2	7	7
ENOG410XSBJ	1	6	7	0	7	7
ENOG410XSEI	4	3	0	7	7	7
ENOG410XSG5	0	7	1	6	7	7
ENOG410XSK4	3	4	0	7	7	7
ENOG410XSNI	0	7	4	3	7	7
ENOG410XSSD	2	5	7	0	7	7
ENOG410XSU2	7	0	4	3	7	7
ENOG410XSXG	4	3	0	7	7	7
ENOG410XT26	1	6	7	0	7	7
ENOG410XS3W	2	5	0	7	7	7
ENOG410XT3V	0	7	7	0	7	7
ENOG410XT7Q	2	5	0	7	7	7
ENOG410XT8A	2	5	7	0	7	7
ENOG410XT8S	2	5	7	0	7	7
ENOG410XT9P	2	5	7	0	7	7
ENOG410XTAF	2	5	7	0	7	7
ENOG410XTE1	2	5	7	0	7	7
ENOG410XTE8	2	5	7	0	7	7
ENOG410XTMC	3	4	7	0	7	7
ENOG410XUBN	4	3	0	7	7	7
ENOG410XS4R	2	5	7	0	7	7
ENOG410XS3B	0	7	2	5	7	7
ENOG410XQST	5	2	0	7	7	7
ENOG410XRQ4	4	3	7	0	7	7
ENOG410XQVW	2	5	7	0	7	7
ENOG410XQWY	5	2	0	7	7	7
ENOG410XR1I	2	5	7	0	7	7
ENOG410XR4R	3	4	7	0	7	7
ENOG410XRBE	1	6	7	0	7	7
ENOG410XRJ1	0	7	5	2	7	7
ENOG410XRKV	1	6	7	0	7	7
ENOG410XRNA	3	4	0	7	7	7
ENOG410XRNM	3	4	7	0	7	7
ENOG410XRPN	0	7	6	1	7	7
ENOG410XRQC	1	6	7	0	7	7
ENOG410XS2C	0	7	5	2	7	7
ENOG410XRSA	0	7	5	2	7	7
ENOG410XRSS	0	7	2	5	7	7
ENOG410XRVN	1	6	0	7	7	7
ENOG410XRVP	4	3	0	7	7	7
ENOG410XRW2	1	6	7	0	7	7
ENOG410XS0E	5	2	0	7	7	7
ENOG410XS0I	0	7	3	4	7	7
ENOG410XS0Z	2	5	7	0	7	7
ENOG410XS1S	0	7	4	3	7	7
